1,"Saya berada di sini dua tahun lalu, tapi saat ini terdapat lebih banyak makanan gratis dan tak ada keributan."
0,"Pertumbuhan ekonomi 2007 yang diproyeksikan mencapai 6,3 persen, merupakan tantangan berat meski sampai dengan hari ini hampir semua kalangan berpendapat realitas pertumbuhan realitas mencapai sekitar 6,1 persen."
3,"Pelatih Real Bernd Schuster harus mengeluarkan pertahanan cadangan saat bertandang ke Mallorca dalam pertandingan Piala Raja, Kamis, karena Fabio Cannavaro, Pepe dan Christoph Metzelder semuanya mengalami cedera ringan."
2,Laporan itu adalah pengumuman kedua dari badan antariksa resmi Iran yang diungkapkan pekan ini.
0,"Lonjakan laba bersih tersebut, selain didorong penjualan bersihnya yang meningkat signifikan juga terbantu oleh pendapatan lain-lain bersih perseroan."
3,"LeBron James menyumbang 24 poin, 11 assist dan 10 rebound untuk mencetuskan kemenangan kandang Cleveland Cavaliers 88-80 atas Portland Trail Blazers."
2,"Bila salah satu komponen sistem tidak ada, berarti tumbuhan itu akan mati."
0,Menurut dia jika dilihat dari jumlah penduduk Indonesia yang mencapai lebih dari 220 juta orang maka setidaknya wajib pajak Indonesia mencapai sekitar 20-25 juta orang.
3,"Nigeria, Argentina dan Australia, yang sudah lolos ke Olimpiade Beijing, merupakan tim papan atas yang akan berlaga dalam turnamen 15-25 Mei yang diikuti tim di bawah usia 23 tahun itu."
1,"Ketua OKI mengatakan, apa yang terjadi di Jerusalem bukanlah baru."
0,PT Internasional Nickel Indonesia INCO mengungkapkan bahwa kerjasama pihaknya dengan PT Aneka Tambang Antam di bidang pengolahan pertambangan setuju untuk diperpanjang.
1,Menurut saya orang-roang harus melihat dan mempertimbangkan nilai dari jalur diplomasi.
2,"Andai demikian halnya, ular akan dimangsa hewan yang diburunya."
2,"Tradisi masakan mediteranian yang kerap berbahan tomat yang dimasak dengan minyak zaitun ternyata menghasilkan pelepasan likopen secara optimal dan membuatnya lebih efisien penyerapannya, sehingga mudah masuk ke jaringan dan sel."
0,"Dalam acara Seminar Nasional Peran Diplomasi Ekonomi dalam Mendorong Pertumbuhan Ekspor di Jakarta, Selasa, Miranda mengatakan, kecilnya pertumbuhan ekspor non migas ini karena neraca pembayaran 2007 akan menghadapi melemahnya pertumbuhan ekonomi global dan anjloknya harga ekspor komoditi."
0,"Kurs rupiah terhadap dolar AS di pasar spot antarbank Jakarta, Senin pagi merosot tajam hampir mencapai angka Rp9.350 per dolar AS, karena pelaku kembali membeli dolar AS di pasar uang doemstik."
2,"Proses pencarian dan pengenalan yang kompleks, yang acapkali membentur manusia pada eksistensinya sendiri, dan memaksa kita untuk menerima batasan realita yang dapat kita akses dan deskripsikan."
2,Polusi aerosol dari Asia Timur berefek besar bagi belahan dunia ini karena adanya transportasi jarak jauh.
2,"Oleh karena itu, mustahil beristirahat."
0,"Tahun depan kerjasama INCO dengan Antam akan berakhir, namun kedua belah pihak setuju untuk melakukan perpanjangan, kata Presiden Direktur INCO Arif S Siregar, dalam konferensi pers di Jakarta, Rabu."
0,"Dalam konferensi tersebut, pemerintah Indonesia yang diwakili ekonom Orde Baru binaan Amerika Serikat menyetujui keinginan para kapitalis untuk menjarah sumber daya alam Indonesia."
3,Satu-satunya masalah bagi Hantuchova pada hari yang terpanggang terik matahari itu adalah angin yang tidak beraturan.
2,Sistem perbaikan DNA ini sangat penting sekali mengingat mutasi selalu terjadi pada DNA dalam sel tubuh.
2,"Kaki hewan darat, pada sisi lain, berhubungan langsung dengan tulang punggung."
1,Mereka mendapati anak-anak yang menonton televisi terus-menerus mengkonsumsi lebih banyak kalori (500) dan menghabiskan lebih banyak waktu untuk makan (21 menit) dibandingkan dengan gabungan kelompok yang menyaksikan cuplikan tayangan televisi dan kelompok yang tak menonton televisi.
2,"Energi ini akan digunakan pada kendaraan bermotor, laptop, ponsel, rumah tangga, maupun power plant besar."
2,Pertanyaan utama dalam konferensi di Chicago itu adalah apakah mekanisme yang menyebabkan evolusi mikro dapat dipakai untuk menjelaskan fenomena evolusi makro.
2,Ikan ini menghasilkan pancaran listrik dalam suatu alat khusus di ekornya.
1,"Al-Jazeera melaporkan perempuan tersebut tak menyebutkan secara pasti apakah penyerangnya adalah pengikut Sunni, kendati pemeluk Syiah Irak merupakan mayoritas dalam jajaran polisi Baghdad, terutama di satuan komando senior."
0,Dihapuskannya berbagai subsidi dari pemerintah secara bertahap.
1,"Menteri Dalam Negeri Austria Liese Prokop, mantan atlet Olimpiade, meninggal mendadak Senin dinihari dalam usia 65 tahun."
1,Gusmao tidak mencalonkan diri kembali.
3,Harapan Metz untuk bermain kedua kalinya dalam kompetisi liga Prancis kandas setelah Sabtu dikalahkan Marseille 1-2 dalam lanjutakan kompetisi Liga Prancis.
1,"Menteri Luar Negeri Iran Manouchehr Mottaki, Selasa, di Ankara kembali menyatakan bahwa negaranya mendukung penyelesaian krisis nuklir yang sedang berlangsung melalui diplomasi dan dialog."
0,"Nilai dividen tersebut sudah termasuk dividen interim sebesar Rp48,45 per saham yang telah dibagikan pada 5 Desember 2006."
0,"Kepala Badan Koordinasi Penanaman Modal BKPM Muhammad Lutfi mengatakan, investor Inggris yang menanamkan modalnya di Indonesia masih tetap berada di posisi kedua setelah Jepang dengan jumlah investasi hampir 35 miliar dolar AS."
0,Tapi anggaran-red masih aman lah sampai sekarang ini karena pengeluarannya masih kecil.
1,"Ini dengan jelas memperlihatkan kebijakan standard ganda yang dilandasi oleh kepentingan politik yang sedang diterapkan di TImur Tengah, katanya."
2,"Hal ini, pada gilirannya membuktikan keberadaan Sang Pencipta, Yang merancang semua makhluk dengan kehendak-Nya, memelihara seluruh ciptaan-Nya, dan memiliki kekuasaan dan kebijaksanaan yang mutlak."
0,"PT Krakatau Steel mendapatkan fasilitas kredit berupa non cash loan dari BNI sebesar Rp1,46 Triliun yang terdiri dari 75 juta dolar As atau sekitar Rp712 Miliar dan Rp750 Miliar."
3,"Satu pukulan terpaut dengan mereka dalam posisi lima di bawah 66 adalah pegolf Amerika, Brian Gay dan Rich Beem, pemain dari Kolumbia, Camilo Villegas serta pegolf dari Australia Nick O'Hern, yang harus tampil lagi Jumat untuk melengkapi empat lubang yang harus diselesaikannya."
0,"Pembelian 55 persen saham ALFA tidak dapat dilaksanakan, karena tidak tercapainya kesepakatan antara perseroan dengan PT Siogmantara Alfindo/Prime Horison tentang beberapa ketentuan dalam draft 'Sales and Purchase Agreement', kata Direktur RALS Suryanto, dalam laporannya ke BEJ, Senin."
1,"Seorang marinir tewas dalam peristiwa non-tempur di provinsi Anbar, Irak barat, Kamis, kata militer AS dalam pernyataan terpisah tanpa memberikan penjelasan lebih lanjut."
0,Tabel data di bawah ini akan memperlihatkan realitas tersebut.
2,"Perusahaan teknologi di Palo Alto, California, Amerika Serikat tersebut hanya menempatkan delapan tombol perintah di langit-langit mulut yang mudah dijangkau ujung lidah."
0,memperbesar dan memperlancar arus masuk modal asing dengan fasilitas yang lebih besar.
2,"Biasanya, setelah menerima laporan seperti itu, Paypal akan melakukan aksi menghentikan situs tersebut."
3,"Pembalap rookie berusia 20 tahun yang menggenjot Yamaha, Jorge Lorenzo dari Spanyol, juara dunia 250cc dan merupakan pembalap termuda dalam lomba motoGP musim ini, tampil sebagai tercepat kedua di Jerez dengan waktu lebih lamban 0,404 detik."
2,"Dari 145 ciri-ciri anatomis yang bisa dibandingkan antara dua genus ini, 91 menunjukkan perubahan yang berhubungan dengan adaptasi untuk hidup di darat."
2,Ia memasok semua zat gizi dan air yang dibutuhkan janin yang tumbuh di dalamnya.
